error_count,reference_count,error_mean,reference_mean,mean_difference,error_median,reference_median,median_difference,error_missing_rate,reference_missing_rate,missing_rate_difference,group,feature,relative_mean_difference
37,107819,0.0,0.19375063764271602,-0.19375063764271602,0.0,0.0,0.0,0.0,0.0,0.0,Baseline FP Repaired vs All Benign,syn_ack_seen,100.0
37,107819,0.0,0.19344456913902003,-0.19344456913902003,0.0,0.0,0.0,0.0,0.0,0.0,Baseline FP Repaired vs All Benign,ack_after_syn_ack,100.0
37,107819,0.00013951353124670013,10.174669446486481,-10.174529932955235,0.0,0.0002369880676269,-0.0002369880676269,0.0,0.0,0.0,Baseline FP Repaired vs All Benign,flow_duration,99.99862881509831
37,107819,1.1081081081081081,31.236785724223004,-30.128677616114896,1.0,2.0,-1.0,0.0,0.0,0.0,Baseline FP Repaired vs All Benign,flow_packet_count,96.45255399229886
37,107819,177.27027027027026,34842.23353026832,-34664.96325999805,60.0,280.0,-220.0,0.0,0.0,0.0,Baseline FP Repaired vs All Benign,flow_byte_count,99.49122013054567
37,107819,1.1081081081081081,14.502842727163117,-13.394734619055008,1.0,2.0,-1.0,0.0,0.0,0.0,Baseline FP Repaired vs All Benign,forward_packet_count,92.35937306254672
37,107819,0.0,16.733942997059888,-16.733942997059888,0.0,1.0,-1.0,0.0,0.0,0.0,Baseline FP Repaired vs All Benign,reverse_packet_count,100.0
37,107819,177.27027027027026,1354.7618137805025,-1177.4915435102323,60.0,144.0,-84.0,0.0,0.0,0.0,Baseline FP Repaired vs All Benign,forward_byte_count,86.91502310833576
37,107819,0.0,33487.47171648782,-33487.47171648782,0.0,150.0,-150.0,0.0,0.0,0.0,Baseline FP Repaired vs All Benign,reverse_byte_count,100.0
37,107819,8.463859558105469e-06,0.030947540353568895,-0.03093907649401079,8.463859558105469e-06,3.814697265625e-06,4.649162292480469e-06,0.9459459459459459,0.28978194937812446,0.6561639965678214,Baseline FP Repaired vs All Benign,iat_min,99.97265094588647
